100	2.10907	-3.41503	-3.67916	5.44489
200	2.20274	2.06791	2.97962	4.2434
300	-1.32375	2.01972	6.84399	7.25753
400	0.312703	-0.674564	2.78886	2.88627
500	-2.35645	1.86015	7.5349	8.11097
600	-0.0304608	-6.27329	2.10916	6.61843
700	3.65365	-1.96337	9.154	10.0499
800	-1.8364	1.48959	-1.48672	2.79313
900	1.60488	1.81549	-4.96895	5.5283
1000	-1.99418	0.943609	-6.52427	6.88718
1100	-4.61663	-3.47029	3.53614	6.77204
1200	-0.798808	1.84836	-5.2723	5.64373
1300	-0.0892584	1.71259	-3.20763	3.63729
1400	0.684713	0.664281	-3.43797	3.56788
1500	1.26947	-1.54755	2.41148	3.13396
1600	-1.66033	-0.774132	0.424982	1.88058
1700	0.82941	1.83129	6.73624	7.02982
1800	1.30417	1.83372	5.51224	5.95384
1900	1.39143	0.1881	9.98341	10.0817
2000	2.45215	3.31457	-0.57608	4.16308
2100	-0.972953	-2.94284	-1.71388	3.5418
2200	-1.23649	0.960879	-2.27491	2.76178
2300	-2.12895	-2.41718	-3.11882	4.48355
2400	-2.37329	0.628858	-2.87156	3.77808
2500	2.50115	-0.34225	4.17762	4.88113
2600	-1.44981	0.928059	2.9087	3.37991
2700	-3.94984	-1.30867	-5.33753	6.76779
2800	0.75056	1.96192	4.51278	4.97771
2900	-0.49429	-1.53443	4.56905	4.8451
3000	-4.04991	-0.156482	7.224	8.28326
3100	-2.21713	0.435024	-4.49645	5.0322
3200	-5.59163	-1.1454	1.54019	5.91189
3300	2.68861	1.0607	3.26007	4.35681
3400	1.06622	-0.923038	2.51385	2.88241
3500	-0.561935	-1.72404	6.63503	6.87835
3600	-4.13451	-2.90908	4.59499	6.83161
3700	-0.953856	2.26905	3.87221	4.58829
3800	2.6837	-2.03447	-1.94928	3.89114
3900	-0.636497	-0.0679144	-5.72286	5.75855
4000	5.02964	5.09844	5.30277	8.91127
4100	-4.63095	0.387191	-1.51406	4.88753
4200	0.408679	0.270358	1.88834	1.95088
4300	2.90965	4.02548	8.98199	10.2639
4400	-0.843582	-1.44596	-5.25974	5.51972
4500	4.00294	-2.73185	-4.88204	6.87902
4600	2.59532	1.13809	5.0162	5.76136
4700	-0.49079	-1.11136	4.05217	4.23037
4800	3.16356	-0.228241	5.86708	6.66954
4900	1.47651	-1.01423	-1.94852	2.64678
5000	-1.56856	-2.14744	-3.97908	4.78591
5100	2.7721	-0.729252	-2.87802	4.06194
5200	0.709517	-1.23922	-4.06885	4.31215
5300	-0.941641	5.28175	3.41476	6.35957
5400	-0.363209	0.452998	2.34037	2.41132
5500	-3.22445	-0.22956	-2.51542	4.09599
5600	-0.754348	-1.23841	-1.19117	1.87659
5700	-3.64003	-1.10546	4.33262	5.76572
5800	1.10786	-0.013341	-5.67646	5.78357
5900	3.52444	-0.778181	-6.14252	7.12445
6000	2.57212	-2.15512	-6.06367	6.93025
6100	-0.565806	-0.394975	2.12614	2.23531
6200	-3.28601	1.54914	-6.10891	7.1075
6300	1.86256	-0.302781	1.23584	2.25569
6400	-2.61436	-0.142681	-6.62809	7.12649
6500	-4.46089	-1.71586	7.93875	9.26647
6600	-1.4126	0.663347	1.67697	2.29078
6700	3.31186	2.60658	3.47194	5.4605
6800	-3.48638	-0.245567	-4.18037	5.44891
6900	0.278525	-2.5714	-4.47645	5.16994
7000	-1.73253	-2.02	-2.16857	3.4329
7100	-2.24977	-1.12607	-4.50548	5.16032
7200	1.84348	-0.319124	-5.44366	5.75619
7300	1.39008	2.2246	4.60797	5.30232
7400	0.331193	-2.52943	7.54579	7.96534
7500	-2.55615	-2.35295	1.61775	3.83241
7600	1.84001	-0.457887	-4.25692	4.66011
7700	1.45501	-2.39414	-1.05319	2.99302
7800	-3.09131	-1.77294	-2.98601	4.64928
7900	-4.45072	-1.76379	-2.79635	5.54431
8000	-2.73768	5.24956	5.92297	8.37463
8100	-1.14627	-0.11103	2.92438	3.14297
8200	0.629837	-0.265264	0.75109	1.01548
8300	0.726112	-1.27308	1.62076	2.18514
8400	3.55911	1.92219	-2.7764	4.90617
8500	-1.2565	-0.0515426	-2.59803	2.88638
8600	-2.10235	3.19028	-3.32621	5.06571
8700	-2.21164	0.351236	-6.29272	6.6793
8800	1.0213	0.413993	-3.94123	4.0924
8900	-0.553169	-0.34427	-0.921604	1.12866
9000	-5.15461	-1.2316	3.10199	6.14078
9100	0.49915	-0.654509	-2.55667	2.68591
9200	-1.03088	-0.398575	-1.67163	2.00398
9300	0.610296	-1.18363	3.77061	3.99887
9400	3.35462	-2.08388	1.6858	4.29395
9500	1.41852	1.73494	-5.23963	5.69876
9600	1.06884	1.10874	-4.90674	5.14275
9700	6.56552	3.31363	-4.52049	8.63256
9800	-1.62862	8.79545	-8.78223	12.5356
9900	-3.56173	2.04242	-7.64578	8.67845
10000	-1.02099	2.86365	3.81304	4.8767
10100	1.7917	-2.88025	1.87984	3.87812
10200	3.05438	1.04956	-3.03792	4.43393
10300	-0.118662	-0.219138	4.14305	4.15054
10400	-1.83984	-2.56706	1.99213	3.73409
10500	-1.20591	-0.24926	3.58324	3.78893
10600	2.5741	6.23469	-6.66725	9.48417
10700	-2.49245	-0.229661	2.63065	3.63117
10800	1.16823	-2.47455	2.63112	3.79617
10900	3.73998	0.571544	-4.05782	5.54797
11000	-2.07101	-1.19682	5.99229	6.45205
11100	0.583607	1.8434	-7.84354	8.07835
11200	1.66057	1.35478	-2.19585	3.06834
11300	0.203308	2.33133	4.1538	4.76765
11400	0.544948	3.22351	2.73562	4.26282
11500	0.953885	1.71331	1.76991	2.64157
11600	-3.84645	1.49095	-4.74423	6.28696
11700	0.272664	0.503948	-2.36054	2.42909
11800	0.351837	-4.03691	5.94907	7.19804
11900	-2.46715	5.35881	-2.24002	6.31042
12000	-5.18379	0.347041	-2.4368	5.73847
12100	-1.3966	-2.90921	-6.51798	7.27311
12200	2.83878	0.464098	-3.10426	4.23208
12300	-0.22449	6.39714	4.58575	7.87419
12400	1.57596	0.531474	2.38422	2.907
12500	2.6044	-1.47415	-6.4048	7.06947
12600	0.601033	1.71238	-1.32158	2.245
12700	1.53323	0.764467	4.26384	4.59517
12800	-1.09508	2.88206	3.5445	4.69776
12900	-1.68024	-0.503671	6.5617	6.79211
13000	1.84824	2.40668	2.43084	3.88807
13100	-0.537244	2.42642	-3.17292	4.03033
13200	-0.817633	-1.38397	2.39297	2.88274
13300	-0.786596	2.15863	-5.61051	6.06269
13400	3.47469	-0.61578	-4.30632	5.5675
13500	0.186807	0.0355318	3.20223	3.20787
13600	1.3262	-2.54216	1.11268	3.07562
13700	0.839246	-1.80867	5.77827	6.11261
13800	-3.63871	-4.52633	4.61213	7.41617
