0 	 1.000000 	 1.000000 	 -1.000000 
1 	 0.000000 	 2.000000 	 -2.000000 
2 	 -1.000000 	 3.000000 	 -3.000000 
3 	 -2.000000 	 2.000000 	 -2.000000 
4 	 -1.000000 	 1.000000 	 -3.000000 
5 	 -2.000000 	 0.000000 	 -4.000000 
6 	 -3.000000 	 -1.000000 	 -3.000000 
7 	 -2.000000 	 0.000000 	 -2.000000 
8 	 -3.000000 	 -1.000000 	 -3.000000 
9 	 -2.000000 	 -2.000000 	 -2.000000 
10 	 -1.000000 	 -3.000000 	 -1.000000 
11 	 -2.000000 	 -2.000000 	 0.000000 
12 	 -1.000000 	 -1.000000 	 -1.000000 
13 	 -2.000000 	 0.000000 	 0.000000 
14 	 -3.000000 	 -1.000000 	 1.000000 
15 	 -2.000000 	 -2.000000 	 0.000000 
16 	 -3.000000 	 -3.000000 	 1.000000 
17 	 -2.000000 	 -4.000000 	 2.000000 
18 	 -1.000000 	 -5.000000 	 3.000000 
19 	 0.000000 	 -4.000000 	 2.000000 
20 	 -1.000000 	 -3.000000 	 1.000000 
21 	 -2.000000 	 -2.000000 	 0.000000 
22 	 -3.000000 	 -1.000000 	 -1.000000 
23 	 -4.000000 	 -2.000000 	 -2.000000 
24 	 -5.000000 	 -1.000000 	 -3.000000 
25 	 -6.000000 	 0.000000 	 -2.000000 
26 	 -5.000000 	 1.000000 	 -3.000000 
27 	 -6.000000 	 2.000000 	 -2.000000 
28 	 -5.000000 	 1.000000 	 -1.000000 
29 	 -6.000000 	 2.000000 	 -2.000000 
30 	 -7.000000 	 1.000000 	 -1.000000 
31 	 -6.000000 	 0.000000 	 0.000000 
32 	 -5.000000 	 1.000000 	 -1.000000 
33 	 -4.000000 	 2.000000 	 0.000000 
34 	 -5.000000 	 1.000000 	 -1.000000 
35 	 -4.000000 	 2.000000 	 -2.000000 
36 	 -3.000000 	 1.000000 	 -3.000000 
37 	 -2.000000 	 2.000000 	 -2.000000 
38 	 -1.000000 	 1.000000 	 -1.000000 
39 	 0.000000 	 0.000000 	 -2.000000 
40 	 -1.000000 	 1.000000 	 -1.000000 
41 	 0.000000 	 2.000000 	 0.000000 
42 	 -1.000000 	 3.000000 	 -1.000000 
43 	 -2.000000 	 4.000000 	 0.000000 
44 	 -1.000000 	 3.000000 	 -1.000000 
45 	 0.000000 	 2.000000 	 0.000000 
46 	 -1.000000 	 3.000000 	 -1.000000 
47 	 0.000000 	 2.000000 	 0.000000 
48 	 -1.000000 	 3.000000 	 -1.000000 
49 	 -2.000000 	 2.000000 	 -2.000000 
50 	 -1.000000 	 1.000000 	 -1.000000 
51 	 0.000000 	 2.000000 	 0.000000 
52 	 1.000000 	 3.000000 	 -1.000000 
53 	 0.000000 	 4.000000 	 -2.000000 
54 	 -1.000000 	 5.000000 	 -3.000000 
55 	 -2.000000 	 4.000000 	 -2.000000 
56 	 -1.000000 	 3.000000 	 -3.000000 
57 	 -2.000000 	 2.000000 	 -2.000000 
58 	 -1.000000 	 1.000000 	 -3.000000 
59 	 0.000000 	 2.000000 	 -2.000000 
60 	 -1.000000 	 3.000000 	 -3.000000 
61 	 -2.000000 	 4.000000 	 -2.000000 
62 	 -3.000000 	 5.000000 	 -3.000000 
63 	 -4.000000 	 6.000000 	 -4.000000 
64 	 -5.000000 	 7.000000 	 -5.000000 
65 	 -4.000000 	 8.000000 	 -6.000000 
66 	 -5.000000 	 9.000000 	 -5.000000 
67 	 -4.000000 	 8.000000 	 -4.000000 
68 	 -3.000000 	 9.000000 	 -5.000000 
69 	 -2.000000 	 10.000000 	 -6.000000 
70 	 -3.000000 	 9.000000 	 -7.000000 
71 	 -2.000000 	 8.000000 	 -8.000000 
72 	 -1.000000 	 9.000000 	 -9.000000 
73 	 0.000000 	 10.000000 	 -8.000000 
74 	 1.000000 	 11.000000 	 -9.000000 
75 	 2.000000 	 10.000000 	 -8.000000 
76 	 1.000000 	 9.000000 	 -9.000000 
77 	 0.000000 	 8.000000 	 -8.000000 
78 	 1.000000 	 9.000000 	 -9.000000 
79 	 0.000000 	 10.000000 	 -10.000000 
80 	 -1.000000 	 9.000000 	 -9.000000 
81 	 -2.000000 	 8.000000 	 -10.000000 
82 	 -1.000000 	 7.000000 	 -11.000000 
83 	 -2.000000 	 8.000000 	 -12.000000 
84 	 -1.000000 	 7.000000 	 -11.000000 
85 	 -2.000000 	 6.000000 	 -12.000000 
86 	 -1.000000 	 5.000000 	 -13.000000 
87 	 -2.000000 	 4.000000 	 -12.000000 
88 	 -3.000000 	 5.000000 	 -13.000000 
89 	 -2.000000 	 6.000000 	 -12.000000 
90 	 -1.000000 	 5.000000 	 -13.000000 
91 	 0.000000 	 6.000000 	 -14.000000 
92 	 1.000000 	 7.000000 	 -15.000000 
93 	 2.000000 	 6.000000 	 -14.000000 
94 	 3.000000 	 7.000000 	 -15.000000 
95 	 2.000000 	 6.000000 	 -14.000000 
96 	 1.000000 	 7.000000 	 -15.000000 
97 	 0.000000 	 8.000000 	 -14.000000 
98 	 1.000000 	 9.000000 	 -15.000000 
99 	 2.000000 	 10.000000 	 -16.000000 
