1	11.6228	0
2	11.2556	0.367185
3	11.6059	0.409519
4	11.2394	0.467109
5	11.3647	0.382882
6	11.6787	0.443131
7	11.7407	0.379616
8	11.7198	0.329424
9	11.8065	0.303182
10	11.79	0.271675
11	11.6484	0.283637
12	11.7694	0.285831
13	11.736	0.265046
14	11.6979	0.248318
15	11.7453	0.235971
16	11.835	0.238275
17	11.8438	0.223992
18	11.9689	0.245485
19	11.8997	0.242292
20	11.8604	0.233201
21	11.8673	0.221925
22	11.8563	0.211882
23	11.8216	0.205405
24	11.8856	0.206818
25	11.845	0.202496
26	11.7655	0.210175
27	11.7659	0.202241
28	11.7374	0.196957
29	11.8199	0.207148
30	11.7951	0.201656
31	11.7879	0.195173
32	11.7557	0.191697
33	11.7827	0.187739
34	11.7596	0.18359
35	11.7359	0.179828
36	11.6996	0.178507
37	11.7135	0.174176
38	11.7339	0.170754
39	11.7459	0.166748
40	11.7374	0.162746
41	11.7308	0.158866
42	11.7933	0.167151
43	11.8085	0.163924
44	11.8168	0.160372
45	11.8014	0.157521
46	11.8192	0.155077
47	11.7969	0.153361
48	11.8207	0.152004
49	11.8267	0.14899
50	11.8097	0.146966
51	11.7861	0.145974
52	11.799	0.143718
53	11.8118	0.14156
54	11.8002	0.139397
55	11.8144	0.137575
56	11.8101	0.135165
57	11.8189	0.133062
58	11.8296	0.131192
59	11.853	0.131039
60	11.8255	0.131726
61	11.8237	0.129561
62	11.8408	0.128602
63	11.8417	0.126547
64	11.8347	0.12475
65	11.8314	0.122861
66	11.858	0.12388
67	11.8741	0.123075
68	11.8631	0.121753
69	11.8584	0.120067
70	11.8533	0.11845
71	11.8691	0.11783
72	11.8774	0.11648
73	11.8701	0.115103
74	11.8775	0.113777
75	11.8755	0.112269
76	11.9072	0.115244
77	11.9191	0.114356
78	11.9436	0.115503
79	11.9299	0.114849
80	11.9379	0.113686
81	11.9245	0.113069
82	11.9293	0.111784
83	11.9209	0.110743
84	11.9399	0.111046
85	11.9664	0.11289
86	11.9639	0.111598
87	11.9515	0.111004
88	11.9604	0.110097
89	11.9592	0.10886
90	11.9589	0.107644
91	11.9652	0.106637
92	11.9618	0.105526
93	11.9599	0.104402
94	11.9618	0.103303
95	11.9446	0.10365
96	11.9464	0.102581
97	11.9288	0.103036
98	11.9439	0.103092
99	11.935	0.102437
100	11.9449	0.10189
