1.1	1000
1.21	1000
1.331	1000
1.4641	1000
1.61051	1000
1.77156	1000
1.94872	1000
2.14359	1000
2.35795	1000
2.59374	1000
2.85312	1000
3.13843	1000
3.45227	1000
3.7975	1000
4.17725	1000
4.59497	1000
5.05447	1000
5.55992	1000
6.11591	1000
6.7275	1000
7.40025	1000
8.14027	1000
8.9543	1000
9.84973	1000
10.8347	1000
11.9182	1000
13.11	1000
14.421	1000
15.8631	1000
17.4494	1000
19.1943	1000
21.1138	1000
23.2252	1000
25.5477	1000
28.1024	1000
30.9127	1000
34.0039	1000
37.4043	1000
41.1448	1000
45.2593	1000
49.7852	1000
54.7637	1000
60.2401	1000
66.2641	1000
72.8905	1000
80.1795	1000
88.1975	1000
97.0172	1000
106.719	1000
117.391	1000
129.13	1000
142.043	1000
156.247	1000
171.872	1000
189.059	1000
207.965	1000
228.762	1000
251.638	1000
276.801	1000
304.482	1000
334.93	1000
368.423	1000
405.265	1000
445.792	1000
490.371	1000
539.408	1000
593.349	1000
652.683	1000
717.952	1000
789.747	1000
868.722	1000
955.594	1000
1051.15	1000
1156.27	1000
1271.9	1000
1399.08	1000
1538.99	1000
1692.89	1000
1862.18	1000
2048.4	1000
2253.24	1000
2478.56	1000
2726.42	1000
2999.06	1000
3298.97	1000
3628.87	1000
3991.75	1000
4390.93	1000
4830.02	1000
5313.02	1000
5844.32	1000
6428.76	1000
7071.63	1000
7778.8	1000
8556.68	1000
9412.34	1000
10353.6	1000
11388.9	1000
12527.8	1000
13780.6	1000
