0 	 0.062264 	 0.000000 
1 	 -0.019608 	 0.081873 
2 	 0.032602 	 0.070430 
3 	 -0.001106 	 0.060137 
4 	 0.002672 	 0.046735 
5 	 0.008662 	 0.038626 
6 	 0.005890 	 0.032762 
7 	 0.005848 	 0.028373 
8 	 -0.004006 	 0.026893 
9 	 -0.011023 	 0.025056 
10 	 -0.009494 	 0.022716 
11 	 -0.013862 	 0.021192 
12 	 -0.014013 	 0.019494 
13 	 -0.013825 	 0.018049 
14 	 -0.010912 	 0.017053 
15 	 -0.016622 	 0.016943 
16 	 -0.016082 	 0.015925 
17 	 -0.014263 	 0.015124 
18 	 -0.014218 	 0.014306 
19 	 -0.011408 	 0.013859 
20 	 -0.009372 	 0.013339 
21 	 -0.007864 	 0.012807 
22 	 -0.006394 	 0.012326 
23 	 -0.007064 	 0.011820 
24 	 -0.008940 	 0.011492 
25 	 -0.009045 	 0.011041 
26 	 -0.010921 	 0.010789 
27 	 -0.011344 	 0.010405 
28 	 -0.012010 	 0.010062 
29 	 -0.012144 	 0.009722 
30 	 -0.010919 	 0.009482 
31 	 -0.009882 	 0.009240 
32 	 -0.012250 	 0.009263 
33 	 -0.010060 	 0.009250 
34 	 -0.008828 	 0.009065 
35 	 -0.008442 	 0.008818 
36 	 -0.009917 	 0.008703 
37 	 -0.009423 	 0.008485 
38 	 -0.009122 	 0.008270 
39 	 -0.007895 	 0.008154 
40 	 -0.007722 	 0.007954 
41 	 -0.007718 	 0.007762 
42 	 -0.007478 	 0.007583 
43 	 -0.006509 	 0.007472 
44 	 -0.006135 	 0.007314 
45 	 -0.005821 	 0.007160 
46 	 -0.005264 	 0.007028 
47 	 -0.005115 	 0.006882 
48 	 -0.005737 	 0.006769 
49 	 -0.005292 	 0.006647 
50 	 -0.005525 	 0.006519 
51 	 -0.004699 	 0.006446 
52 	 -0.005329 	 0.006354 
53 	 -0.004463 	 0.006295 
54 	 -0.003794 	 0.006216 
55 	 -0.003613 	 0.006107 
56 	 -0.004705 	 0.006097 
57 	 -0.003602 	 0.006092 
58 	 -0.002859 	 0.006034 
59 	 -0.003394 	 0.005956 
60 	 -0.001772 	 0.006078 
61 	 -0.003158 	 0.006138 
62 	 -0.003236 	 0.006040 
63 	 -0.003185 	 0.005945 
64 	 -0.003783 	 0.005883 
65 	 -0.003773 	 0.005794 
66 	 -0.005619 	 0.005998 
67 	 -0.005412 	 0.005912 
68 	 -0.006049 	 0.005861 
69 	 -0.007805 	 0.006038 
70 	 -0.008030 	 0.005956 
71 	 -0.008117 	 0.005873 
72 	 -0.008425 	 0.005801 
73 	 -0.006900 	 0.005922 
74 	 -0.006750 	 0.005844 
75 	 -0.007426 	 0.005806 
76 	 -0.006246 	 0.005850 
77 	 -0.006958 	 0.005819 
78 	 -0.007731 	 0.005796 
79 	 -0.007987 	 0.005729 
80 	 -0.009156 	 0.005777 
81 	 -0.009621 	 0.005725 
82 	 -0.009245 	 0.005669 
83 	 -0.009083 	 0.005603 
84 	 -0.007912 	 0.005659 
85 	 -0.007910 	 0.005593 
86 	 -0.007580 	 0.005538 
87 	 -0.006584 	 0.005565 
88 	 -0.005938 	 0.005540 
89 	 -0.006224 	 0.005485 
90 	 -0.004788 	 0.005611 
91 	 -0.004008 	 0.005605 
92 	 -0.003533 	 0.005564 
93 	 -0.003483 	 0.005505 
94 	 -0.002747 	 0.005496 
95 	 -0.002419 	 0.005449 
96 	 -0.002504 	 0.005393 
97 	 -0.002054 	 0.005356 
98 	 -0.001624 	 0.005319 
99 	 -0.002061 	 0.005284 
