           1   0.0510071   0.0510071           0
           2   0.0476485   0.0493278  0.00118743
           3   0.0530011   0.0505522  0.00127521
           4   0.0538034    0.051365  0.00118751
           5    0.052492   0.0515904 0.000971164
           6   0.0500144   0.0513277 0.000844079
           7   0.0497404    0.051101 0.000753342
           8   0.0477559   0.0506828 0.000766478
           9   0.0554532   0.0512129 0.000844937
          10   0.0552314   0.0516147 0.000850652
          11   0.0495852   0.0514302 0.000793077
          12   0.0501849   0.0513265 0.000733745
          13   0.0507112   0.0512791 0.000678828
          14   0.0559316   0.0516114 0.000707019
          15   0.0559806   0.0519027 0.000717378
          16   0.0485567   0.0516936 0.000702362
          17   0.0556041   0.0519236 0.000697699
          18   0.0456252   0.0515737 0.000741508
          19   0.0501118   0.0514968 0.000706462
          20   0.0505219    0.051448 0.000672818
