           1     1.18573     1.18573           0
           2     1.17764     1.18168  0.00286186
           3     1.20058     1.18798  0.00548517
           4     1.22143     1.19634  0.00832947
           5     1.21626     1.20033  0.00755632
           6     1.22734     1.20483  0.00751922
           7     1.23215     1.20873  0.00738894
           8     1.19729      1.2073  0.00660225
           9      1.2444     1.21142  0.00703863
          10     1.28469     1.21875  0.00940445
          11     1.26537     1.22299  0.00945642
          12     1.30023     1.22943   0.0106359
          13     1.28396     1.23362   0.0106128
          14     1.29041     1.23768   0.0106015
          15     1.25733     1.23899  0.00997538
          16      1.2306     1.23846  0.00936568
          17     1.26098     1.23979  0.00890793
          18     1.25756     1.24078  0.00846761
          19     1.26218      1.2419  0.00809656
          20     1.27235     1.24342  0.00783357
