           1      1.7786      1.7786           0
           2     1.76645     1.77252  0.00429279
           3     1.80087     1.78197  0.00822775
           4     1.83215     1.79452   0.0124942
           5     1.82439     1.80049   0.0113345
           6     1.84101     1.80724   0.0112788
           7     1.84823      1.8131   0.0110834
           8     1.79594     1.81095  0.00990337
           9      1.8666     1.81714    0.010558
          10     1.92704     1.82813   0.0141067
          11     1.89806     1.83448   0.0141846
          12     1.95035     1.84414   0.0159539
          13     1.92594     1.85043   0.0159192
          14     1.93561     1.85652   0.0159023
          15     1.88599     1.85848   0.0149631
          16      1.8459     1.85769   0.0140485
          17     1.89147     1.85968   0.0133619
          18     1.88635     1.86116   0.0127014
          19     1.89327     1.86285   0.0121448
          20     1.90853     1.86514   0.0117504
