0	78.5057
1	74.8128
2	71.5763
3	64.3692
4	64.7033
5	65.7498
6	66.9155
7	59.6284
8	54.1544
9	55.8599
10	52.5825
11	47.4514
12	44.3041
13	42.0345
14	41.7605
15	38.9828
16	32.6524
17	32.2424
18	32.7602
19	31.5246
20	29.9927
21	30.5151
22	28.9918
23	28.7836
24	28.0267
25	27.5972
26	27.4975
27	26.2609
28	26.035
29	25.9765
30	23.8483
31	23.6346
32	21.8473
33	21.4644
34	20.9477
35	19.1968
36	19.2665
37	19.0376
38	19.0436
39	18.7443
40	17.2716
41	17.2025
42	16.7777
43	16.2408
44	16.2971
45	16.2051
46	15.8804
47	15.6357
48	15.5506
49	15.5506
50	14.9914
51	14.1854
52	13.9377
53	13.9372
54	13.7386
55	13.7379
56	13.7298
57	13.7298
58	13.5786
59	13.5314
60	13.22
61	12.9172
62	12.8599
63	12.8602
64	12.8074
65	12.5447
66	12.5435
67	12.5426
68	12.5115
69	12.3645
70	12.3614
71	11.914
72	11.914
73	11.911
74	11.9106
75	11.9106
76	11.9051
77	11.8168
78	11.8166
79	11.8161
80	11.8161
81	11.8158
82	11.8143
83	11.8143
84	11.8143
85	11.8143
86	11.8098
87	11.8098
88	11.7399
89	11.7399
90	11.74
91	11.7336
92	11.7336
93	11.6729
94	11.5188
95	11.5188
96	11.5188
97	11.5188
98	11.0291
99	11.0258
