0	0.0499637
1	0.0469142
2	0.04866
3	0.0493454
4	0.0535733
5	0.0574841
6	0.0621107
7	0.0443553
8	0.0439811
9	0.0471383
10	0.0498058
11	0.0542495
12	0.0511096
13	0.0503041
14	0.0525329
15	0.0455207
16	0.0416275
17	0.0548743
18	0.0607324
19	0.0526185
20	0.0435453
21	0.0487728
22	0.0489925
23	0.0456105
24	0.0548709
25	0.0510543
26	0.0512724
27	0.0565483
28	0.0505244
29	0.049114
30	0.056462
31	0.0466708
32	0.0485862
33	0.0512253
34	0.0496617
35	0.0604075
36	0.0560721
37	0.0639656
38	0.0729133
39	0.0599891
40	0.0527724
41	0.0521554
42	0.0520859
43	0.0361834
44	0.0515536
45	0.0505427
46	0.0501831
47	0.0543038
48	0.0512357
49	0.0417691
50	0.0449744
51	0.0495805
52	0.0396932
53	0.0375173
54	0.0489899
55	0.0523778
56	0.0581267
57	0.0456132
58	0.0417831
59	0.0448066
60	0.0543028
61	0.0444141
62	0.0490175
63	0.0498352
64	0.0422624
65	0.0382049
66	0.0560093
67	0.0441238
68	0.0572234
69	0.0499663
70	0.0543212
71	0.050681
72	0.0458737
73	0.042108
74	0.0346507
75	0.044865
76	0.051165
77	0.0579518
78	0.0426516
79	0.0419804
80	0.0566277
81	0.054436
82	0.0446308
83	0.0457
84	0.0568347
85	0.0589306
86	0.0505618
87	0.0483021
88	0.0526888
89	0.0374185
90	0.0542889
91	0.0619601
92	0.0557138
93	0.0472579
94	0.0436986
95	0.0421238
96	0.061573
97	0.0582045
98	0.0416465
99	0.0394896
100	0.0412612
101	0.0505536
102	0.0470645
103	0.0389318
104	0.0374896
105	0.0374271
106	0.0602433
107	0.0356904
108	0.0370571
109	0.0432614
110	0.0465961
111	0.0563918
112	0.0463963
113	0.0474112
114	0.05676
115	0.0466686
116	0.0446081
117	0.0429194
118	0.0402928
119	0.0365178
120	0.0371004
121	0.0457441
122	0.0490691
123	0.050476
124	0.0500793
125	0.0532145
126	0.0393155
127	0.047313
128	0.0558755
129	0.0576169
130	0.0470604
131	0.0585848
132	0.0601249
133	0.054635
134	0.0576887
135	0.0610076
136	0.0479564
137	0.0484321
138	0.0466199
139	0.053953
140	0.0551002
141	0.0462497
142	0.0493487
143	0.0497356
144	0.0408681
145	0.0439707
146	0.0451341
147	0.0433932
148	0.0483847
149	0.0547891
150	0.0554741
151	0.0449723
152	0.0421024
153	0.0510377
154	0.0529262
155	0.0468478
156	0.0411363
157	0.0543757
158	0.0437485
159	0.0455677
160	0.0492747
161	0.0400719
162	0.0488129
163	0.0455198
164	0.0447576
165	0.0800306
166	0.0547566
167	0.0453137
168	0.0417661
169	0.0489136
170	0.0649894
171	0.0656592
172	0.0551788
173	0.0466149
174	0.0621869
175	0.0512394
176	0.0402831
177	0.0449994
178	0.0463026
179	0.0599179
180	0.0459575
181	0.039782
182	0.0427271
183	0.0391372
184	0.044651
185	0.0383573
186	0.04328
187	0.0473504
188	0.0381677
189	0.0546489
190	0.0469539
191	0.0481772
192	0.0481805
193	0.0419487
194	0.0357425
195	0.0451822
196	0.0418838
197	0.0545507
198	0.0466717
199	0.0476507
200	0.0483585
201	0.0568237
202	0.0533773
203	0.0463877
204	0.0608797
205	0.0494063
206	0.0679196
207	0.052768
208	0.0601256
209	0.0562786
210	0.0476749
211	0.0439575
212	0.0478332
213	0.0532925
214	0.0443377
215	0.0479941
216	0.0367346
217	0.0551677
218	0.0499128
219	0.0584547
220	0.045443
221	0.048909
222	0.0527931
223	0.0492971
224	0.0731089
225	0.0404804
226	0.0392732
227	0.0393817
228	0.0490524
229	0.0418545
230	0.0388941
231	0.0339831
232	0.0402674
233	0.0358266
234	0.0443898
