2	-0.462574	0.000412416	0.197139	0.000727938	1.37096	0.00875051
1.9	-0.482997	0.000474386	0.212387	0.000743804	1.51193	0.00777673
1.8	-0.50489	0.00047479	0.228825	0.000594577	1.67745	0.0108006
1.7	-0.52908	0.000495195	0.247455	0.000899235	1.91264	0.0148931
1.6	-0.555268	0.000495073	0.270103	0.000900523	2.19778	0.0204303
1.5	-0.582855	0.000410316	0.293722	0.00140578	2.55827	0.0211599
1.4	-0.613411	0.00043871	0.318487	0.00138542	2.98975	0.0223225
1.3	-0.646632	0.000476487	0.345781	0.0017772	3.54758	0.0366736
1.2	-0.681934	0.000448922	0.369996	0.00202522	4.4702	0.0506587
1.1	-0.719739	0.000616357	0.397411	0.00179417	5.5687	0.0803246
1	-0.761575	0.000414032	0.422709	0.0029563	7.49719	0.109726
0.9	-0.804251	0.000680153	0.43968	0.00390098	10.3601	0.167102
0.8	-0.84802	0.000763239	0.4463	0.00352537	14.9119	0.171721
0.7	-0.892477	0.00108431	0.438212	0.00569591	24.906	0.623691
0.6	-0.935331	0.0015055	0.418745	0.00656737	44.5947	1.20496
0.5	-0.973471	0.00119156	0.331417	0.00890825	78.6007	1.17974
