0	28.4563
1	26.1064
2	22.0542
3	25.8535
4	24.0686
5	31.235
6	27.0227
7	22.3954
8	20.1928
9	20.2103
10	18.4398
11	13.4596
12	16.0562
13	12.091
14	9.4868
15	9.47716
16	9.8306
17	6.71212
18	7.37319
19	7.06144
20	7.05084
21	6.42477
22	6.91515
23	6.65517
24	6.95575
25	6.87549
26	6.49034
27	6.29046
28	6.36866
29	6.32754
30	6.37855
31	6.29335
32	6.36725
33	6.27107
34	6.24587
35	6.25818
36	6.25818
37	6.27057
38	6.31465
39	6.24587
40	6.26334
41	6.25118
42	6.24587
43	6.24587
44	6.23829
45	6.25576
46	6.24587
47	6.23829
48	6.26865
49	6.23829
50	6.23829
51	6.23829
52	6.25118
53	6.23829
54	6.23829
55	6.23829
56	6.24587
57	6.23829
58	6.23829
59	6.23829
60	6.23829
61	6.23829
62	6.23829
63	6.23829
64	6.23829
65	6.23829
66	6.23829
67	6.23829
68	6.23829
69	6.23829
70	6.23829
71	6.23829
72	6.23829
73	6.23829
74	6.23829
75	6.23829
76	6.23829
77	6.23829
78	6.23829
79	6.23829
80	6.23829
81	6.23829
82	6.23829
83	6.23829
84	6.23829
85	6.23829
86	6.23829
87	6.23829
88	6.23829
89	6.23829
90	6.23829
91	6.23829
92	6.23829
93	6.23829
94	6.23829
95	6.23829
96	6.23829
97	6.23829
98	6.23829
99	6.23829
