0	14.907
1	13.7897
2	13.8308
3	15.5052
4	15.0846
5	13.5911
6	16.5054
7	13.4047
8	11.2284
9	16.4525
10	15.3414
11	9.947
12	12.095
13	11.7103
14	10.2209
15	9.51646
16	9.86757
17	10.344
18	8.20536
19	7.58736
20	8.01767
21	7.99022
22	7.08969
23	7.1273
24	7.00555
25	6.61528
26	5.2336
27	5.32007
28	5.55024
29	4.95763
30	4.6821
31	4.76492
32	4.57381
33	4.66123
34	4.91564
35	4.67197
36	4.55598
37	4.66543
38	4.57376
39	4.57376
40	4.58045
41	4.57222
42	4.52535
43	4.51305
44	4.50063
45	4.50063
46	4.51305
47	4.49799
48	4.50623
49	4.50623
50	4.51305
51	4.50063
52	4.50623
53	4.4924
54	4.4924
55	4.4924
56	4.4924
57	4.49799
58	4.4924
59	4.49799
60	4.4924
61	4.4924
62	4.4924
63	4.4924
64	4.4924
65	4.4924
66	4.4924
67	4.4924
68	4.4924
69	4.4924
70	4.4924
71	4.4924
72	4.4924
73	4.4924
74	4.4924
75	4.4924
76	4.4924
77	4.4924
78	4.4924
79	4.4924
80	4.4924
81	4.4924
82	4.4924
83	4.4924
84	4.4924
85	4.4924
86	4.4924
87	4.4924
88	4.4924
89	4.4924
90	4.4924
91	4.4924
92	4.4924
93	4.4924
94	4.4924
95	4.4924
96	4.4924
97	4.4924
98	4.4924
99	4.4924
